3.0,0.0,1.0,3.0,3.625,22.0
1.0,0.0,1.0,1.0,35.64165,38.0
3.0,0.0,0.0,3.0,7.925,26.0
1.0,0.0,1.0,3.0,26.55,35.0
3.0,0.0,0.0,3.0,8.05,35.0
3.0,0.0,0.0,2.0,8.4583,25.3284
1.0,0.0,0.0,3.0,51.8625,54.0
3.0,1.0,3.0,3.0,4.215,2.0
3.0,2.0,0.0,3.0,3.7110999,27.0
2.0,0.0,1.0,1.0,15.0354,14.0
3.0,1.0,1.0,3.0,5.566667,4.0
1.0,0.0,0.0,3.0,26.55,58.0
3.0,0.0,0.0,3.0,8.05,20.0
3.0,5.0,1.0,3.0,4.467857,39.0
3.0,0.0,0.0,3.0,7.8542,14.0
2.0,0.0,0.0,3.0,16.0,55.0
3.0,1.0,4.0,2.0,4.8541665,2.0
2.0,0.0,0.0,3.0,13.0,32.10075
3.0,0.0,1.0,3.0,9.0,31.0
3.0,0.0,0.0,1.0,7.225,22.855904
2.0,0.0,0.0,3.0,26.0,35.0
2.0,0.0,0.0,3.0,13.0,34.0
3.0,0.0,0.0,2.0,8.0292,15.0
1.0,0.0,0.0,3.0,35.5,28.0
3.0,1.0,3.0,3.0,4.215,8.0
3.0,5.0,1.0,3.0,4.4839287,38.0
3.0,0.0,0.0,1.0,7.225,18.130058
1.0,2.0,3.0,3.0,43.833332,19.0
3.0,0.0,0.0,2.0,7.8792,20.04921
3.0,0.0,0.0,3.0,7.8958,32.231056
1.0,0.0,0.0,1.0,27.7208,40.0
1.0,0.0,1.0,1.0,73.2604,38.40875
3.0,0.0,0.0,2.0,7.75,20.034605
2.0,0.0,0.0,3.0,10.5,66.0
1.0,0.0,1.0,1.0,41.0854,28.0
1.0,0.0,1.0,3.0,26.0,42.0
3.0,0.0,0.0,1.0,7.2292,18.130749
3.0,0.0,0.0,3.0,8.05,21.0
3.0,0.0,2.0,3.0,6.0,18.0
3.0,0.0,1.0,1.0,5.62085,14.0
3.0,0.0,1.0,3.0,4.7375,40.0
2.0,0.0,1.0,3.0,10.5,27.0
3.0,0.0,0.0,1.0,7.8958,18.240507
2.0,2.0,1.0,1.0,10.3948,3.0
3.0,0.0,0.0,2.0,7.8792,19.0
3.0,0.0,0.0,3.0,8.05,32.256447
3.0,0.0,1.0,2.0,7.75,25.966091
3.0,0.0,0.0,2.0,7.75,20.034605
3.0,0.0,2.0,1.0,7.2264,19.63892
3.0,0.0,1.0,3.0,8.9,18.0
3.0,1.0,4.0,3.0,6.6145835,7.0
3.0,0.0,0.0,3.0,7.8,21.0
1.0,0.0,1.0,1.0,38.3646,49.0
2.0,0.0,1.0,3.0,13.0,29.0
1.0,1.0,0.0,1.0,30.9896,65.0
1.0,0.0,0.0,3.0,35.5,34.8347
2.0,0.0,0.0,3.0,10.5,21.0
3.0,0.0,0.0,1.0,7.2292,28.5
2.0,2.0,1.0,3.0,6.9375,5.0
3.0,2.0,5.0,3.0,5.8625,11.0
3.0,0.0,0.0,1.0,7.2292,22.0
1.0,0.0,0.0,0.0,80.0,38.0
1.0,0.0,1.0,3.0,41.7375,45.0
3.0,2.0,3.0,3.0,4.65,4.0
1.0,0.0,0.0,1.0,27.7208,19.56329
3.0,1.0,1.0,1.0,5.0819335,6.154264
2.0,0.0,0.0,3.0,10.5,29.0
3.0,0.0,0.0,3.0,8.1583,19.0
3.0,2.0,4.0,3.0,1.1321429,17.0
3.0,0.0,2.0,3.0,2.8875,26.0
2.0,0.0,0.0,3.0,10.5,32.0
3.0,2.0,5.0,3.0,5.8625,16.0
2.0,0.0,0.0,3.0,73.5,21.0
3.0,0.0,1.0,1.0,7.2271,26.0
3.0,0.0,0.0,3.0,56.4958,32.0
3.0,0.0,0.0,3.0,7.65,25.0
3.0,0.0,0.0,3.0,7.8958,32.231056
3.0,0.0,0.0,3.0,8.05,32.256447
2.0,2.0,0.0,3.0,9.666667,0.83
3.0,0.0,0.0,3.0,12.475,30.0
3.0,0.0,0.0,3.0,9.0,22.0
3.0,0.0,0.0,3.0,9.5,29.0
3.0,0.0,0.0,2.0,7.7875,20.038845
1.0,0.0,0.0,3.0,47.1,28.0
2.0,0.0,0.0,3.0,10.5,17.0
3.0,0.0,3.0,3.0,3.9625,33.0
3.0,3.0,1.0,3.0,6.875,16.0
3.0,0.0,0.0,3.0,8.05,32.256447
1.0,2.0,3.0,3.0,43.833332,23.0
3.0,0.0,0.0,3.0,8.05,24.0
3.0,0.0,0.0,3.0,8.05,29.0
3.0,0.0,0.0,3.0,7.8542,20.0
1.0,0.0,1.0,3.0,30.5875,46.0
3.0,2.0,1.0,3.0,5.14375,26.0
3.0,0.0,0.0,3.0,7.25,59.0
3.0,0.0,0.0,3.0,8.05,32.256447
1.0,0.0,0.0,1.0,34.6542,71.0
1.0,1.0,0.0,1.0,31.67915,23.0
2.0,1.0,0.0,3.0,11.5,34.0
2.0,0.0,1.0,3.0,13.0,34.0
3.0,0.0,0.0,3.0,7.8958,28.0
3.0,0.0,0.0,3.0,7.8958,32.231056
1.0,1.0,0.0,3.0,38.64375,21.0
3.0,0.0,0.0,3.0,8.6542,33.0
3.0,0.0,2.0,3.0,2.6416667,37.0
3.0,0.0,0.0,3.0,7.8958,28.0
3.0,0.0,0.0,3.0,7.65,21.0
3.0,0.0,0.0,3.0,7.775,32.211166
3.0,0.0,0.0,3.0,7.8958,38.0
3.0,0.0,1.0,2.0,12.075,19.030678
1.0,0.0,0.0,3.0,52.0,47.0
3.0,0.0,1.0,1.0,7.2271,14.5
3.0,0.0,0.0,3.0,8.05,22.0
3.0,0.0,1.0,3.0,4.9125,20.0
3.0,0.0,0.0,1.0,14.4583,17.0
3.0,0.0,0.0,3.0,7.925,21.0
3.0,0.0,0.0,2.0,7.75,70.5
2.0,0.0,1.0,3.0,10.5,29.0
1.0,1.0,0.0,1.0,123.7604,24.0
3.0,2.0,4.0,3.0,4.467857,2.0
2.0,0.0,2.0,3.0,24.5,21.0
3.0,0.0,0.0,3.0,8.05,32.256447
2.0,0.0,1.0,1.0,15.0354,32.5
2.0,0.0,0.0,3.0,13.0,32.5
1.0,1.0,0.0,3.0,38.64375,54.0
3.0,0.0,1.0,1.0,5.62085,12.0
3.0,0.0,0.0,2.0,7.75,25.211775
